date,PWV
2005-04-21 12:00:00+00:00,1.0510573929
2005-04-21 18:00:00+00:00,1.671246279455143
2005-04-22 00:00:00+00:00,1.6721185225187039
2005-04-22 06:00:00+00:00,2.295670372964214
2005-04-22 12:00:00+00:00,2.1542780643295
2005-04-22 18:00:00+00:00,2.6470269939691664
2005-04-23 00:00:00+00:00,2.641729726875704
2005-04-23 06:00:00+00:00,2.45359787228956
2005-04-23 12:00:00+00:00,2.618632635351077
2005-04-23 18:00:00+00:00,2.3451056089095577
2005-04-24 00:00:00+00:00,2.0715785824680384
2005-04-24 06:00:00+00:00,1.7980515560265193
2005-04-24 12:00:00+00:00,1.524524529585
2005-04-24 18:00:00+00:00,3.9586630815336665
2005-04-25 00:00:00+00:00,3.1169693609143336
2005-04-25 06:00:00+00:00,1.9798924352379998
2005-04-25 12:00:00+00:00,1.8864028176396666
2005-04-25 18:00:00+00:00,3.067855694547
2005-04-26 00:00:00+00:00,2.388560361187818
2005-04-26 06:00:00+00:00,2.495862399991643
2005-04-26 12:00:00+00:00,2.1476234851462856
2005-04-26 18:00:00+00:00,2.372046283339143
2005-04-27 00:00:00+00:00,2.3646131792478635
2005-04-27 06:00:00+00:00,2.027276481968652
2005-04-27 12:00:00+00:00,2.6137120249948462
2005-04-27 18:00:00+00:00,3.2714130210443333
2005-04-28 00:00:00+00:00,2.6551494841673597
2005-04-28 06:00:00+00:00,3.235298583677737
2005-04-28 12:00:00+00:00,3.7148038793095455
2005-04-28 18:00:00+00:00,1.726102950376875
2005-04-29 00:00:00+00:00,0.8240007784216155
2005-04-29 06:00:00+00:00,0.8060535533920714
2005-04-29 12:00:00+00:00,1.1953334555298332
2005-04-29 18:00:00+00:00,2.043327026663167
2005-04-30 00:00:00+00:00,2.061801684056714
2005-04-30 06:00:00+00:00,1.6078986424554642
2005-04-30 12:00:00+00:00,1.4565469642343334
2005-04-30 18:00:00+00:00,1.4592339541873072
2005-05-01 00:00:00+00:00,1.461920944140281
2005-05-01 06:00:00+00:00,1.4646079340932547
2005-05-01 12:00:00+00:00,1.4672949240462285
2005-05-01 18:00:00+00:00,1.4699819139992023
2005-05-02 00:00:00+00:00,1.4726689039521763
2005-05-02 06:00:00+00:00,1.47535589390515
2005-05-02 12:00:00+00:00,1.4780428838581239
2005-05-02 18:00:00+00:00,1.4807298738110977
2005-05-03 00:00:00+00:00,1.4834168637640714
2005-05-03 06:00:00+00:00,1.4861038537170452
2005-05-03 12:00:00+00:00,1.488790843670019
2005-05-03 18:00:00+00:00,1.4914778336229928
2005-05-04 00:00:00+00:00,1.4941648235759666
2005-05-04 06:00:00+00:00,1.4968518135289404
2005-05-04 12:00:00+00:00,1.4995388034819142
2005-05-04 18:00:00+00:00,1.5022257934348882
2005-05-05 00:00:00+00:00,1.504912783387862
2005-05-05 06:00:00+00:00,1.5075997733408357
2005-05-05 12:00:00+00:00,1.5102867632938095
2005-05-05 18:00:00+00:00,1.5129737532467833
2005-05-06 00:00:00+00:00,1.515660743199757
2005-05-06 06:00:00+00:00,1.5183477331527309
2005-05-06 12:00:00+00:00,1.5210347231057046
2005-05-06 18:00:00+00:00,1.5237217130586784
2005-05-07 00:00:00+00:00,1.5264087030116522
2005-05-07 06:00:00+00:00,1.529095692964626
2005-05-07 12:00:00+00:00,1.5317826829176
2005-05-07 18:00:00+00:00,1.5344696728705738
2005-05-08 00:00:00+00:00,1.5371566628235476
2005-05-08 06:00:00+00:00,1.5398436527765214
2005-05-08 12:00:00+00:00,1.5425306427294951
2005-05-08 18:00:00+00:00,1.545217632682469
2005-05-09 00:00:00+00:00,1.5479046226354427
2005-05-09 06:00:00+00:00,1.5505916125884165
2005-05-09 12:00:00+00:00,1.5532786025413903
2005-05-09 18:00:00+00:00,1.555965592494364
2005-05-10 00:00:00+00:00,1.5586525824473378
2005-05-10 06:00:00+00:00,1.5613395724003118
2005-05-10 12:00:00+00:00,1.5640265623532856
2005-05-10 18:00:00+00:00,1.5667135523062594
2005-05-11 00:00:00+00:00,1.5694005422592332
2005-05-11 06:00:00+00:00,1.572087532212207
2005-05-11 12:00:00+00:00,1.5747745221651808
2005-05-11 18:00:00+00:00,1.5774615121181546
2005-05-12 00:00:00+00:00,1.5801485020711283
2005-05-12 06:00:00+00:00,1.5828354920241021
2005-05-12 12:00:00+00:00,1.585522481977076
2005-05-12 18:00:00+00:00,1.5882094719300497
2005-05-13 00:00:00+00:00,1.5908964618830237
2005-05-13 06:00:00+00:00,1.5935834518359975
